file_path,prob
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/8379bc996e0f4ac7b8cb5ddf5588919f.mp4,0.1324120908975601
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/76dc8a5ae669423180587fc29a60e0eb.mp4,0.9583857655525208
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/84bf6ba5d86e4033a4f362eea9a86123.mp4,0.0036985131446272018
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/891b0c6794a64d12b9d1bf6a5399f27f.mp4,0.9075019955635072
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/1aafa803713344eaa791c81b02968b98.mp4,0.978083312511444
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/5a72a06591384e57a383b54bab780122.mp4,0.0071145137771963995
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/25c72a6404064a05b9441866cbd46b3e.mp4,0.9179801940917967
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/f6478f18c33342a281d644ac4f97f29d.mp4,0.02174089290201661
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/6502b962af2c44b78f9fa7b160ffb70e.mp4,0.997715711593628
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/14846814d6174de18346d3c427ab9008.mp4,0.9775097966194152
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/bf56d03bd2b343519a6eaecf2ad206f0.mp4,0.9871279597282409
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/73ff81b1f5d44dd8b57f941ed90a43b7.mp4,0.915554404258728
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/447d7e40dfab4eecbb34a4c384f07a0c.mp4,0.9953837990760804
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/f8e3801d835243fdba590695ccf84f5a.mp4,0.012078805826604304
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/1e08c7e832f849158c030e0404601bad.mp4,0.9945899844169616
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/f768d97925cc497080326013356423e9.mp4,0.31783917546272283
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/e845c51a04f145b7a18517c6814ace27.mp4,0.8593063354492188
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/fa55e9e5489c4f739e7c8747fa6565e4.mp4,0.022551843896508206
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/ece1c0f70acf4d498cc53bdb32d49990.mp4,0.0061355922371149
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/88e750ace7ee45d1852a077090c2017f.mp4,0.029888063669204705
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/052c790c8e614ca2bbdada23f1dfe77b.mp4,0.0011702489573507998
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/c14608a7a44e49daab6c8a2174ffc916.mp4,0.0029583692550659
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/c7278568cca445498e6d169cb7b83e5d.mp4,0.009000922553241203
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/ed4f140c1de4441e9682c69f7bf68b02.mp4,0.9967414140701294
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/3923401d9a27404da42cf9f8e4e45dc7.mp4,0.3416905701160431
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/3526c579d5c14494b4e3ed2b4624a88d.mp4,0.8725764155387878
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/f156557d4fb649fb98fe943cd1f2562e.mp4,0.1186864748597145
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/e03db94ec9554a73b079045293b211d9.mp4,0.9770057201385498
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/5611d82a3f0a4482a3fcd82fecb080e0.mp4,0.0788009911775589
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/86daff5365df4cfcb7beebd2984020af.mp4,0.0216327812522649
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/bf12b0f969c044cb8aeaf4b083037c86.mp4,0.0646191015839576
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/d0a65bb588df41f2a3c8385d0566aaba.mp4,0.00015369731409000005
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/5f387dc86a8e4af7b9b33f3b0e0c452c.mp4,0.057710103690624195
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/ed9a839de1bf425784a73c9666a927bd.mp4,0.009663231670856401
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/18a9e60795094426b16505dc3c6a7dc8.mp4,0.005732533987611503
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/e0b6ff9ff8244dd5a5e7e848038146af.mp4,0.07277987152338021
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/bcd79a5785f44fa6abc72c61583b0ecf.mp4,0.017744652926921796
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/22760683f94e4abf8b25e5bd3c54d3fe.mp4,0.0016338728601112008
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/a54667fcd8de402eb734a2c65ff43c4e.mp4,0.922343373298645
/data/data1/jielun/IJCAI2026/dataset/dir/test/test/ace298d1f7d648b18e41ce32ea0b15de.mp4,0.014504127204418099
